id,日付,所在地,河川名,観測所名,管理者名,はん濫危険水位,避難判断水位,はん濫注意水位,水防団待機水位,geo3x3,url
96,2021-08-14,南越前町岩谷,日野川,岩谷,広野・桝谷ダム統管,--- ,--- ,--- ,--- ,E9138493288141,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=96&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
97,2021-08-14,越前市家久町,吉野瀬川,家久（吉野瀬川）,丹南土木,2.70,--- ,1.90,1.10,E9138732212834,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=97&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
107,2021-08-14,池田町稲荷,足羽川,稲荷,丹南土木,3.80,3.50,2.90,2.50,E9138577582959,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=107&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
108,2021-08-14,越前市粟田部町,鞍谷川,粟田部,丹南土木,2.70,2.10,1.80,1.30,E9138499791288,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=108&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
109,2021-08-14,池田町河内,足羽川,河内,丹南土木,--- ,--- ,--- ,--- ,E9138575741916,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=109&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
110,2021-08-14,池田町新保,魚見川,新保,丹南土木,4.40,--- ,3.00,1.70,E9138577146848,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=110&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
111,2021-08-14,越前市東庄境町,服部川,東庄境,丹南土木,2.20,--- ,1.50,1.10,E9138733245894,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=111&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
121,2021-08-14,越前町宝泉寺,天王川,宝泉寺,鯖江丹生分庁舎,4.20,3.50,3.00,2.00,E9138731925388,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=121&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
122,2021-08-14,越前町上川去,和田川,近田橋(気比庄),鯖江丹生分庁舎,4.00,--- ,3.00,2.00,E9138731696938,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=122&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
124,2021-08-14,越前町江波,天王川,江波,鯖江丹生分庁舎,2.00,--- ,1.40,1.00,E9138731186563,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=124&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
134,2021-08-14,敦賀市呉竹,笙の川,呉竹,敦賀土木,2.50,2.10,1.70,1.00,E9138467446878,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=134&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
135,2021-08-14,敦賀市堂,笙の川,堂,敦賀土木,4.00,--- ,3.00,2.00,E9138467182622,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=135&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
136,2021-08-14,敦賀市野神,笙の川,野神,敦賀土木,3.50,--- ,2.70,2.00,E9138467412837,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=136&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
137,2021-08-14,美浜町河原市,耳川,河原市,敦賀土木,3.60,3.40,2.20,1.80,E9138455898495,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=137&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
138,2021-08-14,若狭町鳥浜,はす川,鳥浜,敦賀土木,2.00,1.60,1.20,1.00,E9138455413812,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=138&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
139,2021-08-14,敦賀市中,木の芽川,木の芽,敦賀土木,--- ,--- ,--- ,--- ,E9138467581723,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=139&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
140,2021-08-14,敦賀市木崎,井の口川,四石橋,敦賀土木,2.50,2.10,1.70,1.00,E9138459655352,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=140&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
141,2021-08-14,若狭町田井,三方湖,三方湖,敦賀土木,1.30,--- ,1.00,0.70,E9138454645891,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=141&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
150,2021-08-14,小浜市中井,南川,中井,小浜土木,5.10,--- ,3.20,1.80,E9138442328111,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=150&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
151,2021-08-14,小浜市和久里,南川,和久里,小浜土木,4.70,4.40,4.10,1.90,E9138443466964,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=151&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
152,2021-08-14,おおい町小倉,南川,小倉,小浜土木,4.40,--- ,3.70,2.10,E9138418436416,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=152&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
153,2021-08-14,小浜市和多田,南川,和多田,小浜土木,7.70,--- ,4.50,2.10,E9138418813848,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=153&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
154,2021-08-14,小浜市遠敷,遠敷川,遠敷,小浜土木,4.10,3.50,3.30,2.50,E9138443536661,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=154&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
155,2021-08-14,おおい町本郷,佐分利川,本郷,小浜土木,3.20,2.50,2.10,1.40,E9138441296991,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=155&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
156,2021-08-14,小浜市三分一,松永川,四分一,小浜土木,3.30,--- ,2.40,1.90,E9138443367524,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=156&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
157,2021-08-14,高浜町小和田,関屋川,小和田,小浜土木,2.80,2.50,2.20,1.60,E9137663453899,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=157&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
158,2021-08-14,大飯郡おおい町本郷,大津呂川,山田,河内川・大津呂ダム統管,--- ,--- ,--- ,--- ,E9138441327123,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=158&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
170,2021-08-14,大野市箱ヶ瀬,九頭竜川,箱ヶ瀬-(国),九頭竜川ダム統管,--- ,--- ,--- ,--- ,E9138589523974,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=170&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
171,2021-08-14,大野市大字朝日57,石徹白川,山原-(国),九頭竜川ダム統管,--- ,--- ,--- ,--- ,E9138588889947,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=171&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
172,2021-08-14,大野市五条方,真名川,五条方下流-(国),九頭竜川ダム統管,--- ,--- ,--- ,--- ,E9138821149843,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=172&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
174,2021-08-14,大野市大字朝日,九頭竜川,朝日-(国),九頭竜川ダム統管,--- ,--- ,--- ,--- ,E9138588852742,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=174&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
176,2021-08-14,大野市三面6,石徹白川,石徹白-(国),九頭竜川ダム統管,--- ,--- ,--- ,--- ,E9138823423344,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=176&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
179,2021-08-14,大野市上笹又,真名川,中島-(国),九頭竜川ダム統管,--- ,--- ,--- ,--- ,E9138579553641,http://ame.pref.fukui.jp/bousai/servlet/bousaiweb.servletBousaiGraph?unq=12171482154&sb2=1&mnflg=0&tmgo=&vo=0&mty=0&rk=1&og11=0&og10=0&og9=0&og8=0&og7=0&og6=0&og5=0&og4=0&og3=0&og2=0&og1=0&ost=0&omp=0&gm=0&go=0&gc=0&gw=0&gl=0&gn=0&gk5=0&gk4=0&gk3=0&gk2=0&gk1=0&gk=0&ga=4&sb=1&tk=0&tsw=0&tsk=0&it=0&st=0&cn=0&fn=0&tvm=0&vm=0&pg=1&sn=179&tm=000101010000&nw=1&no=0&mp=0&dk=2&sv=1&sb1=1&lod=0&nwg=1&tmg=202108140900&wsl=0&wl=1&rg=1&sy=gra_river
